1	2	6
1	3	4
1	4	1
1	5	2
1	6	6
1	7	5
1	8	2
1	9	5
1	10	9
1	11	6
1	12	5
1	13	3
1	14	4
1	15	2
1	16	4
1	17	3
1	18	5
1	19	4
1	20	10
1	21	6
1	22	5
1	23	12
1	24	9
1	25	2
1	27	3
1	28	9
1	29	3
1	30	6
1	31	2
1	32	5
1	33	9
1	34	3
1	35	5
1	36	3
1	37	1
1	38	5
1	39	6
1	40	3
1	41	3
1	42	4
1	43	3
1	44	9
1	45	4
1	46	3
1	47	2
2	3	1
2	4	4
2	6	3
2	7	5
2	8	3
2	9	2
2	10	3
2	11	4
2	13	3
2	14	1
2	15	3
2	16	5
2	18	7
2	19	3
2	20	7
2	21	9
2	23	8
2	24	9
2	25	6
2	28	3
2	29	4
2	30	3
2	32	6
2	33	3
2	34	1
2	35	1
2	36	1
2	38	2
2	39	7
2	41	2
2	42	2
2	44	2
2	45	1
2	46	2
3	4	3
3	5	6
3	7	3
3	8	5
3	9	6
3	10	5
3	11	8
3	12	8
3	13	1
3	14	7
3	17	7
3	18	2
3	19	12
3	20	3
3	23	4
3	24	3
3	25	1
3	26	5
3	27	5
3	28	9
3	29	5
3	30	10
3	31	5
3	32	2
3	35	5
3	36	7
3	37	5
3	38	2
3	39	8
3	40	5
3	41	5
3	42	12
3	43	10
3	44	5
3	45	2
3	46	2
4	5	6
4	6	1
4	7	6
4	8	1
4	9	1
4	10	6
4	11	3
4	12	5
4	14	5
4	15	2
4	16	2
4	17	5
4	18	5
4	19	2
4	20	2
4	21	4
4	22	4
4	23	4
4	24	6
4	25	3
4	27	3
4	28	5
4	29	5
4	30	6
4	32	8
4	33	3
4	34	3
4	35	1
4	36	3
4	38	7
4	39	3
4	40	1
4	41	3
4	42	4
4	44	1
4	47	4
5	7	3
5	9	2
5	10	3
5	11	2
5	12	3
5	13	1
5	14	7
5	15	2
5	17	17
5	19	3
5	20	3
5	22	8
5	23	5
5	24	2
5	25	5
5	27	11
5	28	10
5	29	5
5	30	5
5	31	3
5	32	2
5	33	3
5	35	2
5	36	5
5	37	1
5	38	2
5	39	2
5	41	1
5	42	4
5	43	3
5	44	1
5	45	2
5	46	1
5	47	7
6	10	2
6	11	2
6	13	2
6	14	2
6	16	6
6	18	3
6	19	3
6	20	3
6	21	10
6	22	1
6	23	5
6	24	2
6	25	1
6	26	2
6	28	6
6	29	5
6	31	2
6	32	3
6	33	2
6	36	1
6	38	4
6	39	4
6	41	1
6	43	2
6	44	2
7	8	1
7	9	2
7	10	5
7	11	3
7	12	2
7	13	5
7	14	3
7	15	2
7	16	2
7	17	5
7	18	6
7	19	1
7	20	7
7	21	5
7	22	5
7	23	1
7	24	3
7	25	7
7	27	5
7	28	7
7	29	6
7	30	7
7	31	5
7	32	11
7	33	6
7	34	5
7	35	4
7	36	2
7	37	2
7	38	2
7	39	6
7	42	2
7	43	5
7	44	5
7	45	3
7	46	7
7	47	10
8	10	1
8	11	5
8	12	7
8	13	2
8	14	5
8	15	4
8	16	2
8	17	5
8	19	9
8	20	1
8	21	4
8	22	1
8	24	3
8	26	5
8	27	6
8	28	2
8	29	1
8	30	6
8	31	5
8	32	1
8	33	2
8	34	1
8	35	7
8	36	5
8	37	6
8	38	1
8	39	8
8	40	5
8	41	5
8	42	5
8	43	6
8	44	5
8	47	2
9	10	4
9	11	2
9	15	1
9	16	1
9	17	3
9	19	4
9	21	3
9	22	2
9	23	1
9	24	2
9	25	2
9	27	2
9	28	6
9	33	1
9	34	1
9	35	1
9	38	2
9	39	2
9	41	1
9	42	2
9	43	2
9	45	4
9	46	2
10	11	5
10	13	1
10	14	4
10	15	1
10	17	4
10	18	4
10	19	2
10	20	6
10	21	3
10	22	3
10	23	5
10	24	9
10	25	1
10	26	2
10	27	4
10	28	7
10	29	2
10	30	5
10	32	5
10	33	2
10	35	1
10	37	1
10	38	3
10	39	6
10	41	2
10	42	3
10	43	3
10	44	1
10	45	4
10	46	3
10	47	2
11	12	6
11	14	9
11	16	4
11	17	8
11	18	3
11	19	5
11	20	2
11	21	4
11	23	4
11	24	7
11	25	1
11	26	5
11	27	8
11	28	5
11	29	2
11	30	6
11	31	5
11	32	3
11	33	2
11	34	1
11	35	5
11	36	6
11	37	5
11	38	2
11	39	9
11	40	7
11	41	6
11	42	8
11	43	8
11	44	8
11	45	2
11	46	2
12	13	2
12	14	8
12	15	2
12	17	8
12	18	2
12	19	8
12	20	2
12	21	4
12	22	7
12	23	6
12	24	1
12	26	5
12	27	8
12	28	2
12	29	4
12	30	15
12	31	9
12	32	6
12	33	2
12	34	3
12	35	9
12	36	7
12	37	5
12	38	4
12	39	7
12	40	12
12	41	6
12	42	7
12	43	5
12	44	6
12	46	1
12	47	8
13	16	1
13	18	3
13	20	6
13	21	5
13	22	4
13	23	2
13	25	3
13	29	1
13	30	1
13	32	2
13	35	2
13	36	3
13	38	1
13	43	2
13	46	2
14	16	3
14	17	12
14	18	1
14	19	7
14	20	4
14	21	5
14	23	4
14	24	5
14	25	1
14	26	7
14	27	16
14	28	3
14	29	6
14	30	10
14	31	8
14	32	5
14	34	3
14	35	9
14	36	6
14	37	8
14	38	3
14	39	9
14	40	7
14	41	7
14	42	7
14	43	11
14	44	6
14	46	1
14	47	8
15	16	1
15	17	3
15	18	2
15	19	4
15	20	4
15	21	6
15	22	8
15	23	2
15	24	3
15	25	2
15	27	4
15	28	1
15	29	3
15	30	1
15	31	2
15	32	2
15	33	7
15	34	6
15	35	2
15	38	4
15	39	3
15	45	2
15	47	4
16	17	1
16	18	4
16	20	1
16	21	5
16	23	3
16	24	4
16	25	2
16	26	2
16	27	1
16	28	4
16	29	2
16	31	2
16	33	5
16	36	1
16	37	2
16	38	2
16	39	5
16	41	1
16	42	2
16	43	5
16	44	2
17	18	1
17	19	6
17	20	1
17	21	2
17	22	11
17	23	3
17	24	4
17	25	5
17	26	5
17	27	19
17	28	10
17	29	3
17	30	12
17	31	8
17	32	2
17	33	1
17	34	6
17	35	11
17	36	10
17	37	12
17	39	10
17	40	8
17	41	9
17	42	8
17	43	15
17	44	8
17	45	4
17	46	3
17	47	5
18	20	7
18	21	6
18	22	5
18	23	5
18	24	4
18	25	5
18	28	5
18	29	6
18	30	3
18	32	6
18	33	2
18	34	2
18	36	1
18	37	3
18	38	2
