1	2	4
1	4	2
1	5	2
1	6	1
1	7	1
1	9	1
1	10	1
1	11	3
1	14	1
1	16	3
1	17	1
1	18	1
1	20	2
1	21	2
1	22	1
1	26	1
1	28	1
1	29	3
1	31	5
1	32	1
1	33	2
1	35	2
1	36	1
1	37	1
1	38	4
1	40	2
1	41	2
1	43	1
1	44	1
2	4	3
2	5	2
2	6	4
2	10	6
2	11	5
2	15	2
2	16	2
2	17	2
2	18	2
2	20	2
2	21	4
2	22	2
2	24	2
2	25	2
2	26	1
2	29	4
2	31	2
2	35	3
2	36	3
2	37	1
2	38	4
2	39	2
2	40	2
2	41	2
2	42	1
2	43	1
2	44	1
3	5	1
3	6	1
3	8	1
3	9	5
3	10	2
3	12	5
3	13	6
3	14	5
3	16	1
3	20	2
3	21	2
3	23	5
3	24	5
3	25	3
3	26	6
3	30	5
3	34	7
3	35	5
3	36	5
3	37	5
3	39	5
3	41	2
3	43	5
4	5	1
4	6	1
4	10	1
4	16	1
4	17	2
4	18	1
4	19	2
4	20	3
4	22	1
4	29	4
4	31	2
4	38	2
4	40	1
4	44	2
5	6	1
5	8	1
5	9	2
5	10	1
5	13	1
5	16	10
5	17	2
5	19	2
5	20	1
5	21	1
5	22	3
5	25	1
5	26	1
5	27	2
5	31	3
5	33	3
5	36	1
5	37	1
5	38	6
5	39	1
5	41	1
5	42	1
5	44	6
6	8	1
6	9	2
6	10	1
6	11	3
6	13	1
6	15	5
6	16	2
6	17	1
6	18	2
6	20	1
6	21	1
6	22	2
6	25	3
6	26	2
6	27	2
6	28	1
6	31	1
6	32	1
6	33	1
6	34	1
6	35	1
6	38	3
6	41	1
6	42	3
6	43	3
6	44	2
7	9	1
7	10	2
7	11	2
7	12	2
7	16	1
7	17	4
7	18	4
7	19	2
7	20	3
7	21	1
7	22	1
7	25	2
7	26	1
7	28	3
7	29	1
7	31	3
7	32	3
7	34	1
7	35	1
7	36	2
7	37	1
7	38	3
7	40	3
7	41	1
7	42	3
7	43	1
7	44	1
8	13	2
8	14	2
8	15	2
8	16	4
8	17	2
8	20	2
8	25	1
8	26	1
8	30	2
8	31	2
8	33	1
8	38	2
8	40	3
8	42	2
8	44	2
9	11	1
9	12	5
9	13	5
9	14	5
9	15	2
9	16	3
